product_name,status,bp_eur,bp_eur_cz,delivery_month,available,available_cz,released_rtd,brand,panel_colour,panel_design,panel_power,inverter_power,nomenclature_group,delivery_cw,length,height,width,pcs_ctn,pcs_pal,available_10_only,available_15_only,attribute_2,min_receipt_date,max_receipt_date
TRINA_NEG9R.28_435W_DUALGLASS,       ,0.125,0.13,,0,0,5616,TRINA,BF,2GLASS,435,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,0,0,23OV990100000002-0001,1704240000000.0,1708041600000.0
TRINA_NEG9R.28 n type 440 I-Topcon DualGlass,       ,0.122,0.127,06/2024,468,0,0,TRINA,BF,2GLASS,440,0,PAN_TRI,23,1134.0,30.0,1762.0,936,36,0,0,24OV010100000138-0012,1721779200000.0,1722297600000.0
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.132,0.137,,762,762,0,TRINA,BF,2GLASS,445,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,762,0,24OV010100000137-0005,1718150400000.0,1718323200000.0
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.122,0.127,06/2024,2787,915,0,TRINA,BF,2GLASS,445,0,PAN_TRI,23,1134.0,30.0,1762.0,936,36,915,0,24OV010100000137-0008,1720396800000.0,1720396800000.0
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.122,0.127,05/2024,4680,0,0,TRINA,BF,2GLASS,445,0,PAN_TRI,22,1134.0,30.0,1762.0,936,36,0,0,24OV010100000137-0013,,
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.122,0.127,09/2024,1872,0,0,TRINA,BF,2GLASS,445,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000175-0001,,
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.122,0.127,09/2024,2808,0,0,TRINA,BF,2GLASS,445,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000175-0003,,
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.122,0.127,09/2024,3744,0,0,TRINA,BF,2GLASS,445,0,PAN_TRI,38,1134.0,30.0,1762.0,936,36,0,0,24OV010100000175-0004,,
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.122,0.127,09/2024,2808,0,0,TRINA,BF,2GLASS,445,0,PAN_TRI,39,1134.0,30.0,1762.0,936,36,0,0,24OV010100000175-0005,,
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.11900000000000001,0.124,09/2024,3744,0,0,TRINA,BF,2GLASS,445,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0004,,
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.129,0.134,09/2024,3744,0,0,TRINA,BF,2GLASS,445,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0006,,
TRINA_NEG9R.28 n type 445 I-Topcon DualGlass,       ,0.129,0.134,09/2024,6552,0,0,TRINA,BF,2GLASS,445,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0003,,
TRINA_NEG9RC.27 n type 430 I-Topcon Bifacial DualG,       ,0.135,0.14,06/2024,936,0,0,TRINA,BF,2GLASS,430,0,PAN_TRI,25,1134.0,30.0,1762.0,936,36,0,0,24OV010100000138-0003,,
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.14100000000000001,0.14300000000000002,,279,279,0,TRINA,BF,BIF,435,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,279,0,24OV010100000137-0004,1712188800000.0,1714608000000.0
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.138,0.14300000000000002,,1346,1346,0,TRINA,BF,BIF,435,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,1346,0,24OV010100000138-0001,1715731200000.0,1720828800000.0
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.127,0.132,09/2024,4680,0,0,TRINA,BF,BIF,435,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000175-0002,,
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.121,0.126,09/2024,4680,0,0,TRINA,BF,BIF,435,0,PAN_TRI,38,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0003,,
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.121,0.126,09/2024,3744,0,0,TRINA,BF,BIF,435,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0009,,
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.135,0.14,09/2024,1872,0,0,TRINA,BF,BIF,435,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0004,,
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.135,0.14,09/2024,2808,0,0,TRINA,BF,BIF,435,0,PAN_TRI,39,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0009,,
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.135,0.14,09/2024,1872,0,0,TRINA,BF,BIF,435,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0001,,
TRINA_NEG9RC.27 n type 435 I-Topcon Bifacial DualG,       ,0.135,0.14,09/2024,1872,0,0,TRINA,BF,BIF,435,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0006,,
TRINA_TSM-550DE19,       ,0.294,0.294,,19,19,0,TRINA,SF,GLASS,550,0,PAN_TRI,,1096.0,35.0,2384.0,620,31,19,0,23OV880100000001-0236,1704067200000.0,1704067200000.0
TRINA_TSM-555DE19,       ,0.293,0.293,,16,16,0,TRINA,SF,GLASS,555,0,PAN_TRI,,1096.0,35.0,2384.0,620,31,16,0,23OV880100000001-0237,1704067200000.0,1704067200000.0
TRINA_TSM-650_DEG21C.20,       ,0.161,0.161,,66,66,0,TRINA,BF,BIF,650,0,PAN_TRI,,1303.0,33.0,2384.0,594,33,66,0,23OV880100000001-0238,1704067200000.0,1704067200000.0
TS4-A-O Tigo Optimizer,       ,27.3,27.3,,0,0,0,TIGO,,,0,0,ACC_TIG,,139.7,22.9,138.4,0,0,0,0,23OV880100000001-0240,1704067200000.0,1704067200000.0
TW-400W- MAP-108-H-FULL BLACK,       ,0.22,0.22,,1,1,0,TONGWEI,FB,GLASS,400,0,PAN_TON,,1134.0,30.0,1722.0,936,36,1,0,23OV880100000001-0241,1704067200000.0,1704067200000.0
TW-410W MAP-108-H-S BF,       ,0.165,0.165,,612,612,0,TONGWEI,BF,GLASS,410,0,PAN_TON,,1134.0,30.0,1722.0,936,36,36,576,23OV880100000001-0242,1704067200000.0,1704067200000.0
Wallbox Cable holder - metallic / black,       ,32.72,33.4,,28,28,0,WALLBOX,,,0,0,EVC_WAL,,0.0,0.0,0.0,0,0,28,0,23OV880100000001-0243,1704067200000.0,1704067200000.0
Wallbox Cable holder - metallic / white,       ,32.72,33.4,,25,25,0,WALLBOX,,,0,0,EVC_WAL,,0.0,0.0,0.0,0,0,25,0,23OV880100000001-0244,1704067200000.0,1704067200000.0
Wallbox Power Meter - EM112,       ,75.65,77.05,,9,9,0,WALLBOX,,,0,0,EVC_WAL,,63.0,90.0,35.0,0,0,9,0,23OV880100000001-0246,1704067200000.0,1704067200000.0
Wallbox Power Meter - EM340,       ,143.65,152.65,,2,2,0,WALLBOX,,,0,0,EVC_WAL,,90.0,63.0,54.0,0,0,2,0,23OV880100000001-0247,1704067200000.0,1704067200000.0
Nanocarport_Y Design Waterproof Carport 3x10 4cars,       ,2673.0,2673.0,,4,4,0,ANTAI,,,0,0,CON_ANT,,0.0,0.0,0.0,0,0,4,0,23OV880100000001-0248,1704067200000.0,1704067200000.0
Nanocarport_Y Design Waterproof Carport 3x5 2 cars,       ,1866.76,1866.76,,6,6,0,ANTAI,,,0,0,CON_ANT,,0.0,0.0,0.0,0,0,5,1,24OV010100000169-0002,1718150400000.0,1718150400000.0
SUNGROW WiNet-S,       ,65.0,70.0,,4,4,0,SUNGROW,,,0,0,ACC_SGR,,132.0,36.0,48.0,0,0,4,0,24OV010100000002-0001,1705536000000.0,1705536000000.0
SUNGROW WiNet-S,       ,50.0,52.0,,76,76,0,SUNGROW,,,0,0,ACC_SGR,,132.0,36.0,48.0,0,0,76,0,24OV010100000118-0002,1708041600000.0,1708041600000.0
X3-HYBRID-10KW,       ,1659.0,1664.0,,6,6,0,SOLAX,,,0,10000,INV_SLX,,503.0,199.0,503.0,0,0,6,0,23OV880100000001-0251,1704067200000.0,1704067200000.0
Smartflower Spare Parts Kit Large,       ,0.0,0.0,,1,1,0,SMARTFLOWER,,,0,0,ACC_SMF,,0.0,0.0,0.0,0,0,1,0,23OV880100000001-0173,1704067200000.0,1704067200000.0
AVANCIS SKALA 70W G001,       ,230.0,230.0,,1,1,0,AVANCIS,FF_ANTHRACITE,,70,0,PAN_AVC,,664.0,38.0,1587.0,0,20,1,0,23OV880100000001-0258,1704067200000.0,1704067200000.0
AVANCIS SKALA 120W 3002 Gold,       ,2.1667,2.1667,,1,1,0,AVANCIS,FF_GOLD,,120,0,PAN_AVC,,664.0,38.0,1587.0,0,20,1,0,23OV880100000001-0184,1704067200000.0,1704067200000.0
JAM72S30-545-MR-SF 35MM,       ,0.11,0.115,,1,1,0,JASOLAR,SF,GLASS,545,0,PAN_JAS,,1134.0,35.0,2279.0,0,31,1,0,23OV880100000001-0253,1704067200000.0,1704067200000.0
LR5-54HTH-440M,       ,0.1246,0.1296,,0,0,0,LONGI,BF,GLASS,440,0,PAN_LON,,1134.0,30.0,1722.0,936,36,0,0,24OV010100000177-0008,1712880000000.0,1716336000000.0
LR5-54HTH-440M,       ,0.12190000000000001,0.1269,07/2024,0,0,0,LONGI,BF,GLASS,440,0,PAN_LON,27,1134.0,30.0,1722.0,936,36,0,0,24OV010100000301-0002,1719792000000.0,1719878400000.0
LR5-72HTH-570M,       ,0.1187,0.1237,,3,3,3100,LONGI,SF,GLASS,570,0,PAN_LON,,1134.0,35.0,2278.0,620,31,3,0,24OV010100000090-0005,1708473600000.0,1709510400000.0
JAM72D40-575-MB,       ,0.12,0.125,,67,67,0,JASOLAR,SF,BIF,575,0,PAN_JAS,,1134.0,30.0,2278.0,720,36,67,0,24OV010100000056-0001,1706227200000.0,1706227200000.0
JAM72D40-580-MB,       ,0.11660000000000001,0.1216,04/2024,3600,0,0,JASOLAR,SF,BIF,580,0,PAN_JAS,14,1134.0,30.0,2278.0,720,36,0,0,24OV010100000121-0033,,
JAM72D40-580-MB,       ,0.11660000000000001,0.1216,06/2024,2880,0,0,JASOLAR,SF,BIF,580,0,PAN_JAS,24,1134.0,30.0,2278.0,720,36,0,0,24OV010100000121-0035,1720483200000.0,1722556800000.0
JAM72D40-580-MB,       ,0.116,0.116,05/2024,5760,0,0,JASOLAR,SF,BIF,580,0,PAN_JAS,20,1134.0,30.0,2278.0,720,36,0,0,24OV010100000266-0002,,
JAM72D40-580-MB,       ,0.12,0.125,,3,3,0,JASOLAR,SF,BIF,580,0,PAN_JAS,,1134.0,30.0,2278.0,720,36,3,0,24OV020100000002-0001,1705449600000.0,1705449600000.0
JAM54S31-410-MR-ALLBLACK,       ,0.11,0.115,,83,83,0,JASOLAR,FB,GLASS,410,0,PAN_JAS,,1134.0,30.0,1722.0,936,36,83,0,24OV010100000121-0006,1710374400000.0,1712534400000.0
JAM54S31-410-MR-ALLBLACK,       ,0.11,0.115,,36,36,0,JASOLAR,FB,GLASS,410,0,PAN_JAS,,1134.0,30.0,1722.0,936,36,36,0,24OV010100000132-0001,1708646400000.0,1709078400000.0
AVANCIS SKALA 135W G001 Anthracite,       ,1.9259,1.9259,,1,1,0,AVANCIS,FF_DARK_BLUE,,135,0,PAN_AVC,,664.0,38.0,1587.0,0,20,1,0,23OV880100000001-0260,1704067200000.0,1704067200000.0
RISING-AIR-PPS5000 Portable power station,       ,2530.0,2530.0,,1,1,0,RISING_AIR,,,5000,2200,PPS_RSG,,280.0,386.5,420.0,0,0,1,0,23OV880100000001-0262,1704067200000.0,1704067200000.0
RISING-AIR-PPS5000 Portable power station,       ,2530.0,2530.0,,1,1,0,RISING_AIR,,,5000,2200,PPS_RSG,,280.0,386.5,420.0,0,0,1,0,24OV010100000235-0001,1711670400000.0,1711670400000.0
JAM54D40-440-LB-BF,       ,0.12,0.125,,0,0,0,JASOLAR,BF,2GLASS,440,0,PAN_JAS,,1762.0,30.0,1134.0,936,36,0,0,24OV010100000125-0001,1708473600000.0,1708646400000.0
JAM54D40-435-LB-BF,       ,0.11800000000000001,0.123,,0,0,2808,JASOLAR,BF,2GLASS,435,0,PAN_JAS,,1134.0,30.0,1722.0,936,36,0,0,24OV010100000121-0042,1709683200000.0,1715558400000.0
JAM54D40-435-LB-BF,       ,0.122,0.127,06/2024,5364,684,0,JASOLAR,BF,2GLASS,435,0,PAN_JAS,23,1134.0,30.0,1722.0,936,36,684,0,24OV010100000291-0001,1718064000000.0,1719187200000.0
LR5-72HTH-575M,       ,0.12510000000000002,0.1301,,0,0,1240,LONGI,SF,GLASS,575,0,PAN_LON,,1134.0,35.0,2278.0,620,31,0,0,24OV010100000090-0006,1708560000000.0,1714003200000.0
LR5-72HTH-575M,       ,0.12510000000000002,0.1301,03/2024,749,749,3100,LONGI,SF,GLASS,575,0,PAN_LON,12,1134.0,35.0,2278.0,620,31,749,0,24OV010100000091-0005,1711065600000.0,1717027200000.0
LR5-72HTH-575M,       ,0.11900000000000001,0.124,06/2024,3100,0,0,LONGI,SF,GLASS,575,0,PAN_LON,24,1134.0,35.0,2278.0,620,31,0,0,24OV010100000296-0003,,
LR5-66HTH-525W,       ,0.12510000000000002,0.1301,,559,559,2046,LONGI,BF,GLASS,525,0,PAN_LON,,1134.0,35.0,2094.0,682,31,559,0,24OV010100000090-0003,1707868800000.0,1709683200000.0
LR5-66HTH-525W,       ,0.11900000000000001,0.124,07/2024,4774,0,0,LONGI,BF,GLASS,525,0,PAN_LON,28,1134.0,35.0,2094.0,682,31,0,0,24OV010100000177-0009,,
SG125CX-P2-V113_S,       ,3788.0,3788.0,,11,11,0,SUNGROW,,,0,125000,INV_SGR,,795.0,360.0,1020.0,0,0,11,0,24OV010100000238-0001,1716508800000.0,1716508800000.0
CS6W-555W,       ,0.095,0.1,07/2024,700,0,0,CANADIAN,SF,GLASS,555,0,PAN_CSI,29,1134.0,30.0,2278.0,603,35,0,0,24OV010100000327-0001,,
JAM54S30-425-LR-BF,       ,0.105,0.11,,12,12,0,JASOLAR,BF,GLASS,425,0,PAN_JAS,,1134.0,30.0,1722.0,936,36,12,0,24OV010100000135-0001,1708646400000.0,1708646400000.0
JAM72D30-560-LB,       ,0.105,0.11,03/2024,720,0,0,JASOLAR,SF,2GLASS,560,0,PAN_JAS,13,1052.0,35.0,2117.0,620,31,0,0,24OV010100000121-0030,1716163200000.0,1716163200000.0
"SolarEdge optimizer S1000-1GM4MBT, cable 4.8m",       ,59.95,59.95,,6,6,0,SOLAR_EDGE,,,0,0,ACC_SEG,,165.0,129.0,52.0,0,0,6,0,24OV010100000092-0003,1707091200000.0,1707091200000.0
AHW-160HEDS1 Heat Pump Outdoor Unit,       ,2023.0,2065.0,,2,2,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,2,0,24OV010100000113-0011,1707696000000.0,1707696000000.0
AHM-160HEDSAA Heat Pump Internal Unit,       ,1172.0,1200.0,,2,2,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,2,0,24OV010100000113-0012,1707696000000.0,1707696000000.0
HCT-S01E Temperature sensor for installation,       ,30.0,35.0,,3,3,0,HISENSE,,,0,0,ACC_HIS,,0.0,0.0,0.0,0,0,3,0,24OV010100000113-0014,1707696000000.0,1707696000000.0
HESE-3W25A Threeway directional valve,       ,109.0,115.0,,4,4,0,HISENSE,,,0,0,ACC_HIS,,0.0,0.0,0.0,0,0,4,0,24OV010100000113-0015,1707696000000.0,1707696000000.0
HSXE-VC04 Room thermostat,       ,76.0,80.0,,6,6,0,HISENSE,,,0,0,ACC_HIS,,0.0,0.0,0.0,0,0,6,0,24OV010100000113-0016,1707696000000.0,1707696000000.0
HC-T-01M Ambient temperature sensor,       ,30.0,35.0,,9,9,0,HISENSE,,,0,0,ACC_HIS,,0.0,0.0,0.0,0,0,9,0,24OV010100000113-0017,1707696000000.0,1707696000000.0
HTS-E1000A1 Water Temperature sensor,       ,30.0,35.0,,9,9,0,HISENSE,,,0,0,ACC_HIS,,0.0,0.0,0.0,0,0,9,0,24OV010100000113-0018,1707696000000.0,1707696000000.0
HCCS-H64H2C1M HI-MIT (ATW) Wifi Module,       ,95.0,100.0,,9,9,0,HISENSE,,,0,0,ACC_HIS,,0.0,0.0,0.0,0,0,9,0,24OV010100000113-0019,1707696000000.0,1707696000000.0
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.122,0.127,06/2024,8163,675,0,TRINA,BF,2GLASS,450,0,PAN_TRI,25,1134.0,30.0,1762.0,936,36,675,0,24OV010100000137-0007,1720656000000.0,1721606400000.0
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.122,0.127,06/2024,3744,0,0,TRINA,BF,2GLASS,450,0,PAN_TRI,25,1134.0,30.0,1762.0,936,36,0,0,24OV010100000137-0012,1719360000000.0,1719360000000.0
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.122,0.127,09/2024,4680,0,0,TRINA,BF,2GLASS,450,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0002,,
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.122,0.127,09/2024,5616,0,0,TRINA,BF,2GLASS,450,0,PAN_TRI,39,1134.0,30.0,1762.0,936,36,0,0,24OV010100000225-0007,,
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.132,0.137,09/2024,7488,0,0,TRINA,BF,2GLASS,450,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0002,,
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.132,0.137,09/2024,7488,0,0,TRINA,BF,2GLASS,450,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0005,,
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.132,0.137,09/2024,8424,0,0,TRINA,BF,2GLASS,450,0,PAN_TRI,39,1134.0,30.0,1762.0,936,36,0,0,24OV010100000233-0008,,
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.132,0.137,09/2024,7488,0,0,TRINA,BF,2GLASS,450,0,PAN_TRI,36,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0002,,
TRINA_NEG9R.28 n type 450 I-Topcon DualGlass,       ,0.132,0.137,09/2024,7488,0,0,TRINA,BF,2GLASS,450,0,PAN_TRI,37,1134.0,30.0,1762.0,936,36,0,0,24OV010100000234-0007,,
Solinteg RMK-5A Three phase smart meter,       ,85.0,95.0,,6,6,0,SOLINTEG,,,0,0,ACC_SLG,,85.0,54.0,75.0,0,0,6,0,24OV010100000077-0004,1706659200000.0,1706659200000.0
Solinteg RMK-MA 120 three phase smart meter,       ,74.0,84.0,,1,1,0,SOLINTEG,,,0,0,ACC_SLG,,85.0,54.0,75.0,0,0,1,0,24OV010100000077-0003,1706659200000.0,1706659200000.0
Solinteg LAN Module Integ R,       ,17.0,27.0,,13,13,0,SOLINTEG,,,0,0,ACC_SLG,,51.0,35.0,123.0,0,0,13,0,24OV010100000077-0005,1706659200000.0,1706659200000.0
JAM78S30-585/MR,       ,0.122,0.12250000000000001,,43,43,0,JASOLAR,SF,GLASS,585,0,PAN_JAS,,1134.0,35.0,2465.0,496,31,43,0,24OV010100000124-0001,1708387200000.0,1708387200000.0
SG350HX-V115,       ,6969.0,6969.0,,4,4,0,SUNGROW,,,0,350000,INV_SGR,,870.0,361.0,1136.0,0,1,4,0,24OV010100000190-0001,1711584000000.0,1711584000000.0
AHM-060HCDSAA Heat pump Internal Unit 1 pc 0%,       ,1228.0,1260.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0001,1707696000000.0,1707696000000.0
AHW-060HCDS1 Heat Pump Outdoor Unit,       ,804.0,820.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0002,1707696000000.0,1707696000000.0
AHM-080HCDSAA Heat Pump Internal Unit,       ,1384.0,1415.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0003,1707696000000.0,1707696000000.0
AHW-080HCDS1 Heat Pump Outdoor Unit,       ,811.0,830.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0004,1707696000000.0,1707696000000.0
AHW-100HEDS1 Heat Pump Outdoor Unit,       ,1730.0,1765.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0005,1707696000000.0,1707696000000.0
AHM-100HEDSAA Heat Pump Internal Unit,       ,952.0,975.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0006,1707696000000.0,1707696000000.0
AHW-140HEDS1 Heat Pump Outdoor Unit,       ,1987.0,2030.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0009,1707696000000.0,1707696000000.0
AHM-140HEDSAA Heat Pump Internal Unit,       ,1080.0,1110.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0010,1707696000000.0,1707696000000.0
AHZ-080HCDS1 Heat Pump Outdoor Unit,       ,1927.0,1970.0,,1,1,0,HISENSE,,,0,0,HEP_HIS,,0.0,0.0,0.0,0,0,1,0,24OV010100000113-0013,1707696000000.0,1707696000000.0
JAM54D40-445-LB-BF,       ,0.113,0.11800000000000001,04/2024,3,3,0,JASOLAR,BF,2GLASS,445,0,PAN_JAS,16,1762.0,30.0,1134.0,936,36,3,0,24OV010100000121-0021,1714608000000.0,1714953600000.0
JAM54D40-445-LB-BF,       ,0.113,0.11800000000000001,05/2024,936,0,0,JASOLAR,BF,2GLASS,445,0,PAN_JAS,18,1762.0,30.0,1134.0,936,36,0,0,24OV010100000121-0022,1716940800000.0,1720483200000.0
JAM54D40-445-LB-BF,       ,0.113,0.11800000000000001,05/2024,16164,0,0,JASOLAR,BF,2GLASS,445,0,PAN_JAS,19,1762.0,30.0,1134.0,936,36,0,0,24OV010100000121-0023,1714608000000.0,1722470400000.0
SG125CX-P2-V112_S,       ,3788.0,3788.0,,11,11,0,SUNGROW,,,0,125000,INV_SGR,,795.0,360.0,1020.0,0,0,11,0,24OV010100000302-0001,1720051200000.0,1720051200000.0
JAM54D41-440-LB-ALL BLACK,       ,0.11800000000000001,0.123,06/2024,10692,108,0,JASOLAR,FB,2GLASS,440,0,PAN_JAS,22,1134.0,30.0,1762.0,936,36,108,0,24OV010100000121-0019,1715731200000.0,1721952000000.0
JAM66S30-505-MR BF,       ,0.105,0.11,05/2024,5882,338,0,JASOLAR,BF,GLASS,505,0,PAN_JAS,20,1134.0,30.0,2093.0,792,36,338,0,24OV010100000121-0025,1717372800000.0,1717372800000.0
JAM66S30-505-MR BF,       ,0.105,0.11,05/2024,6539,203,0,JASOLAR,BF,GLASS,505,0,PAN_JAS,20,1134.0,30.0,2093.0,792,36,203,0,24OV010100000121-0026,1721865600000.0,1721865600000.0
JAM72D42-630-LB,       ,0.113,0.11800000000000001,03/2024,496,0,0,JASOLAR,SF,BIF,630,0,PAN_JAS,13,1134.0,35.0,2465.0,496,31,0,0,24OV010100000121-0038,,
JAM72D40-585-MB,       ,0.11660000000000001,0.1216,05/2024,4060,460,0,JASOLAR,SF,BIF,585,0,PAN_JAS,20,1134.0,30.0,2278.0,720,36,460,0,24OV010100000121-0036,1719187200000.0,1722902400000.0
JAM72D40-585-MB,       ,0.11660000000000001,0.1216,06/2024,10800,0,0,JASOLAR,SF,BIF,585,0,PAN_JAS,24,1134.0,30.0,2278.0,720,36,0,0,24OV010100000121-0037,,
Nanocarport_Y Design Waterproof Carport 3x3 1 car,       ,1411.23,1411.23,,5,5,0,ANTAI,,,0,0,CON_ANT,,0.0,0.0,0.0,0,0,4,1,24OV010100000169-0001,1718150400000.0,1718150400000.0
JAM60S20-385-MR-SF,       ,0.11,0.115,05/2024,310,310,0,JASOLAR,SF,GLASS,385,0,PAN_JAS,20,1052.0,35.0,1769.0,806,31,310,0,24OV010100000268-0002,,
JINKO JKM435N-54HL4R-BDV Tiger NEO N-TYPE / BF,       ,0.122,0.127,04/2024,2700,0,0,JINKO,BF,BIF,435,0,PAN_JIN,16,1134.0,30.0,1762.0,936,36,0,0,24OV010100000163-0001,1721088000000.0,1721088000000.0
JINKO JKM430N-54HL4R-BDV Tiger NEO N-TYPE / BF,       ,0.122,0.127,04/2024,4680,0,0,JINKO,BF,BIF,430,0,PAN_JIN,18,1134.0,30.0,1762.0,936,36,0,0,24OV010100000163-0002,,
JINKO JKM54HL4R-B 440W ALLBLACK Tiger NEO N-TYPE,       ,0.1231,0.12810000000000002,06/2024,0,0,0,JINKO,FB,GLASS,440,0,PAN_JIN,26,1134.0,30.0,1762.0,936,36,0,0,24OV010100000163-0013,,
JINKO-JKM625N-78HL4-BDV Bifacial Ntype / SF,       ,0.122,0.127,05/2024,1728,0,0,JINKO,SF,BIF,625,0,PAN_JIN,21,2465.0,30.0,1134.0,576,36,0,0,24OV010100000163-0006,1716336000000.0,1716336000000.0
JINKO-JKM585N-72HL4-BDV Bifacial Ntype / SF,       ,0.122,0.127,05/2024,2160,0,0,JINKO,SF,BIF,585,0,PAN_JIN,22,2278.0,30.0,1134.0,720,36,0,0,24OV010100000163-0007,1717718400000.0,1717718400000.0
JINKO-JKM580N-72HL4-BDV Bifacial Ntype / SF,       ,0.122,0.127,05/2024,3384,0,0,JINKO,SF,BIF,580,0,PAN_JIN,22,2278.0,30.0,1134.0,720,36,0,0,24OV010100000163-0008,,
JINKO JKM445N-54HL4 Black Frame / TIGER NEO N-TYPE,       ,0.106,0.111,06/2024,3472,664,0,JINKO,BF,GLASS,445,0,PAN_JIN,25,1762.0,30.0,1134.0,936,36,664,0,24OV010100000163-0009,1721606400000.0,1722211200000.0
JINKO JKM450N-54HL4 Black Frame / TIGER NEO N-TYPE,       ,0.106,0.111,06/2024,4680,0,0,JINKO,BF,GLASS,450,0,PAN_JIN,25,1762.0,30.0,1134.0,936,36,0,0,24OV010100000163-0010,,
JINKO JKM480N-60HL4 Black Frame / TIGER NEO N-TYPE,       ,0.106,0.111,06/2024,4248,0,0,JINKO,BF,GLASS,480,0,PAN_JIN,26,1906.0,30.0,1134.0,864,36,0,0,24OV010100000163-0011,1721692800000.0,1721692800000.0
JINKO JKM585N-72HL4 TIGER NEO N-TYPE / SF,       ,0.106,0.111,06/2024,620,0,0,JINKO,SF,GLASS,585,0,PAN_JIN,26,2278.0,30.0,1134.0,620,31,0,0,24OV010100000163-0012,,
Sungrow AC Plate for SG125CX-P2 (5-holes),       ,17.0,17.0,,4,4,0,SUNGROW,,,0,0,ACC_SGR,,0.0,0.0,0.0,0,0,4,0,24OV010100000168-0001,1712793600000.0,1712793600000.0
