product_name,status,bp_eur,bp_eur_cz,delivery_month,available,available_cz,released_rtd,brand,panel_colour,panel_design,panel_power,inverter_power,nomenclature_group,delivery_cw,length,height,width,pcs_ctn,pcs_pal,available_10_only,available_15_only,attribute_2,min_receipt_date,max_receipt_date
JAM72S30-545/MR,       ,0.11,0.115,,5,5,0,JASOLAR,SF,GLASS,545,0,PAN_JAS,,1134.0,30.0,2279.0,620,31,5,0,23OV880100000001-0104,1704067200000.0,1704067200000.0
JAM72S30-545/MR,       ,0.131,0.131,,256,256,0,JASOLAR,SF,GLASS,545,0,PAN_JAS,,1134.0,30.0,2279.0,620,31,256,0,24OV010100000213-0001,1712793600000.0,1712793600000.0
JAM72S30-550/MR SF,       ,0.105,0.11,06/2024,12960,0,0,JASOLAR,SF,GLASS,550,0,PAN_JAS,22,1134.0,30.0,2279.0,620,31,0,0,24OV010100000121-0029,,
JINKO Tiger Neo 72HL4-(V) 575W,       ,0.14300000000000002,0.14350000000000002,,56,56,0,JINKO,SF,GLASS,575,0,PAN_JIN,,1134.0,35.0,2278.0,620,31,56,0,23OV880100000001-0105,1704067200000.0,1704067200000.0
solarni kabel H1Z2Z2-K 1x6 cerna,       ,0.734,0.738,,4000,4000,0, ,,,0,0,CAB_OST,,0.0,0.0,0.0,0,0,4000,0,23OV880100000001-0106,1704067200000.0,1704067200000.0
solarni kabel H1Z2Z2-K 1x6 cervena,       ,0.734,0.738,,900,900,0, ,,,0,0,CAB_OST,,0.0,0.0,0.0,0,0,900,0,23OV880100000001-0107,1704067200000.0,1704067200000.0
Konektor female MC4,       ,0.8,0.85,,100,100,0,STAUBLI,,,0,0,ACC_STA,,0.0,0.0,0.0,0,0,100,0,24OV010100000098-0001,1709164800000.0,1709164800000.0
Konektor male MC4,       ,0.6000000000000001,0.65,,100,100,0,STAUBLI,,,0,0,ACC_STA,,0.0,0.0,0.0,0,0,100,0,24OV010100000098-0002,1709164800000.0,1709164800000.0
LOGGER1000B,       ,404.0,404.0,07/2024,4,0,0,SUNGROW,,,0,0,ACC_SGR,28,110.0,60.0,200.0,0,0,0,0,24OV010100000319-0001,,
Logger 4000,       ,658.0,663.0,,5,5,0,SUNGROW,,,0,0,ACC_SGR,,44.0,224.0,440.0,0,0,5,0,24OV010100000119-0002,1708041600000.0,1708041600000.0
LR5-54HIH-410M,       ,0.227,0.227,,29,29,0,LONGI,BF,GLASS,410,0,PAN_LON,,1134.0,30.0,1722.0,936,36,29,0,23OV880100000001-0114,1704067200000.0,1704067200000.0
LR5-54HPH-415M,       ,0.19,0.19,,61,61,0,LONGI,BF,GLASS,415,0,PAN_LON,,1134.0,30.0,1722.0,936,36,61,0,23OV880100000001-0118,1704067200000.0,1704067200000.0
LR5-54HTB-435M,       ,0.1296,0.1346,,36,36,0,LONGI,FB,GLASS,435,0,PAN_LON,,1134.0,30.0,1722.0,936,36,36,0,24OV010100000322-0001,1721088000000.0,1721606400000.0
LR5-54HTB-435M,       ,0.13520000000000001,0.14020000000000002,,56,56,0,LONGI,FB,GLASS,435,0,PAN_LON,,1134.0,30.0,1722.0,936,36,56,0,24OV020100000001-0002,1707264000000.0,1708300800000.0
LR5-54HTH-420M,       ,0.215,0.215,,25,25,0,LONGI,BF,GLASS,420,0,PAN_LON,,1134.0,30.0,1722.0,936,36,25,0,23OV880100000001-0119,1704067200000.0,1704067200000.0
LR5-54HTH-435M,       ,0.12510000000000002,0.1301,,805,805,4680,LONGI,BF,GLASS,435,0,PAN_LON,,1134.0,30.0,1722.0,936,36,805,0,24OV010100000090-0001,1709078400000.0,1709078400000.0
LR5-66HPH-505M,       ,0.20700000000000002,0.20700000000000002,,25,25,0,LONGI,SF,GLASS,505,0,PAN_LON,,1134.0,35.0,2094.0,682,31,25,0,23OV880100000001-0123,1704067200000.0,1704067200000.0
LR5-66HPH-505M BF,       ,0.14,0.14,,0,0,0,LONGI,BF,GLASS,505,0,PAN_LON,,1134.0,35.0,2094.0,682,31,0,0,23OV880100000001-0124,1704067200000.0,1704067200000.0
LR5-66HTH-530M,       ,0.155,0.16,,106,106,0,LONGI,BF,GLASS,530,0,PAN_LON,,1134.0,35.0,2094.0,682,31,106,0,23OV880100000001-0127,1704067200000.0,1704067200000.0
LR5-72HBD-550M,       ,0.1169,0.1174,,119,119,0,LONGI,SF,GLASS,550,0,PAN_LON,,1134.0,30.0,2278.0,720,36,119,0,24OV010100000060-0001,1709251200000.0,1709251200000.0
LR5-72HPH-545M,       ,0.16,0.16,,0,0,0,LONGI,SF,GLASS,545,0,PAN_LON,,1134.0,35.0,2278.0,620,31,0,0,23OV880100000001-0129,1704067200000.0,1704067200000.0
LR5-72HTH-580M,       ,0.12510000000000002,0.1301,,0,0,620,LONGI,SF,GLASS,580,0,PAN_LON,,1134.0,35.0,2278.0,620,31,0,0,24OV010100000090-0007,1708646400000.0,1708992000000.0
LR5-72HTH-580M,       ,0.1198,0.12480000000000001,,0,0,0,LONGI,SF,GLASS,580,0,PAN_LON,,1134.0,35.0,2278.0,620,31,0,0,24OV010100000172-0002,1718064000000.0,1722556800000.0
LR5-72HTH-580M,       ,0.121,0.126,07/2024,5580,0,0,LONGI,SF,GLASS,580,0,PAN_LON,29,1134.0,35.0,2278.0,620,31,0,0,24OV010100000177-0015,,
LR5-72HTH-585M,       ,0.121,0.126,07/2024,1240,0,0,LONGI,SF,GLASS,585,0,PAN_LON,28,1134.0,35.0,2278.0,620,31,0,0,24OV010100000177-0012,,
LR5-72HTH-585M,       ,0.121,0.126,08/2024,1860,0,0,LONGI,SF,GLASS,585,0,PAN_LON,32,1134.0,35.0,2278.0,620,31,0,0,24OV010100000177-0013,,
LR5-72HTH-585M,       ,0.121,0.126,09/2024,1860,0,0,LONGI,SF,GLASS,585,0,PAN_LON,36,1134.0,35.0,2278.0,620,31,0,0,24OV010100000177-0014,,
LTE Stick LS4G-3 (USB),       ,163.0,165.0,,15,15,0,SOFAR,,,0,0,ACC_SOF,,0.0,0.0,0.0,0,0,15,0,23OV880100000001-0131,1704067200000.0,1704067200000.0
LUNA2000 Wall Mounting Bracket,       ,58.0,58.0,,2,2,0,HUAWEI,,,0,0,ACC_HUA,,0.0,0.0,0.0,0,0,2,0,24OV010100000139-0001,1708992000000.0,1708992000000.0
MC4 CONNECTOR SUNMAN,       ,0.0,0.0,,356,356,0,SUNMAN,,,0,0,ACC_SNM,,0.0,0.0,0.0,0,0,356,0,23OV880100000001-0132,1704067200000.0,1704067200000.0
MHT-10K-25,       ,1080.0,1083.0,,15,15,0,SOLINTEG,,,0,10000,INV_SLG,,418.0,210.0,534.0,0,0,15,0,23OV880100000001-0133,1704067200000.0,1704067200000.0
"MHT-20K-40, with LAN",       ,1730.0,1733.0,,71,71,0,SOLINTEG,,,0,20000,INV_SLG,,418.0,210.0,534.0,0,0,71,0,23OV880100000001-0135,1704067200000.0,1704067200000.0
MHT-25K-100,       ,3038.0,3038.0,,1,1,0,SOLINTEG,,,0,25000,INV_SLG,,620.0,300.0,800.0,0,0,1,0,24OV010100000236-0003,1715299200000.0,1715299200000.0
MHT-40K-100,       ,3498.0,3498.0,,2,2,0,SOLINTEG,,,0,40000,INV_SLG,,620.0,300.0,800.0,0,0,2,0,24OV010100000236-0002,1715299200000.0,1715299200000.0
MHT-50K-100,       ,4015.0,4015.0,,1,1,0,SOLINTEG,,,0,50000,INV_SLG,,620.0,300.0,800.0,0,0,1,0,24OV010100000287-0002,1718236800000.0,1718236800000.0
POCKET WFI DONGLE,       ,14.0,19.0,,26,26,0,SOLAX,,,0,0,ACC_SLX,,96.0,29.0,46.0,0,0,26,0,23OV880100000001-0139,1704067200000.0,1704067200000.0
"Wallbox EV charger: Pulsar Plus -7,4kW/5m/T2/White",       ,496.8,507.77,,11,11,0,WALLBOX,,,0,0,EVC_WAL,,163.0,88.0,166.0,0,0,11,0,23OV880100000001-0140,1704067200000.0,1704067200000.0
"Wallbox EV charger: Pulsar Plus -7,4kW/5m/T2/Black",       ,496.8,507.77,,20,20,0,WALLBOX,,,0,0,EVC_WAL,,163.0,88.0,166.0,0,0,20,0,23OV880100000001-0141,1704067200000.0,1704067200000.0
Wallbox EV charger: Pulsar Plus - 22kW/5m/T2/_BLK,       ,485.0,490.0,,1,1,0,WALLBOX,,,0,0,EVC_WAL,,163.0,82.0,166.0,0,0,1,0,24OV010100000167-0001,1710201600000.0,1710201600000.0
"Wallbox EV charger: Pulsar - 7,4kW / 5m / T2 / whi",       ,367.5,374.3,,1,1,0,WALLBOX,,,0,0,EVC_WAL,,163.0,82.0,166.0,0,0,1,0,23OV880100000001-0144,1704067200000.0,1704067200000.0
PV350 SOLAR PANEL 350W BLUETTI,       ,564.0,564.0,,25,25,0,BLUETTI,,,350,0,PPS_BLU,,613.0,65.0,905.0,0,0,25,0,23OV880100000001-0146,1704067200000.0,1704067200000.0
RS3-450M-E3,       ,0.14,0.14,03/2024,792,0,0,RENESOLA,SF,GLASS,450,0,PAN_RSL,12,1038.0,30.0,2094.0,792,36,0,0,23OV990100000021-0001,1707264000000.0,1707350400000.0
S100 SINGLE PHASE ENERGY METTER,       ,35.0,40.0,,1,1,0,SUNGROW,,,0,0,ACC_SGR,,117.0,65.0,18.0,0,0,1,0,23OV880100000001-0148,1704067200000.0,1704067200000.0
Sermatec Parallel Box SMT-PB-10K,       ,655.0,655.0,,10,10,0,SERMATEC,,,0,0,ACC_SER,,350.0,130.0,570.0,0,0,10,0,23OV880100000001-0149,1704067200000.0,1704067200000.0
Sermatec 10kW Three phase hybrid inverter - SMT-10,       ,1607.0,1607.0,,246,246,0,SERMATEC,,,0,10000,INV_SER,,550.0,188.0,548.0,0,0,146,100,23OV880100000001-0150,1704067200000.0,1704067200000.0
SG10.0RT-V115,       ,802.0,802.0,,643,643,0,SUNGROW,,,0,10000,INV_SGR,,480.0,195.0,370.0,0,0,643,0,23OV880100000001-0151,1704067200000.0,1704067200000.0
SG12.0RT-V115,       ,832.0,832.0,,27,27,0,SUNGROW,,,0,12000,INV_SGR,,480.0,195.0,370.0,0,0,27,0,23OV880100000001-0153,1704067200000.0,1704067200000.0
SG12KTL-M,       ,1015.0,1015.0,,4,4,0,SUNGROW,,,0,12000,INV_SGR,,485.0,160.0,370.0,0,0,4,0,23OV880100000001-0155,1704067200000.0,1704067200000.0
SG15.0RT-V115,       ,998.0,998.0,,427,427,0,SUNGROW,,,0,15000,INV_SGR,,480.0,195.0,370.0,0,0,427,0,23OV880100000001-0156,1704067200000.0,1704067200000.0
SG17.0RT-V11,       ,1013.0,1013.0,,32,32,0,SUNGROW,,,0,17000,INV_SGR,,480.0,195.0,370.0,0,0,32,0,23OV880100000001-0157,1704067200000.0,1704067200000.0
SG17.0RT-V115,       ,1013.0,1013.0,,37,37,0,SUNGROW,,,0,17000,INV_SGR,,480.0,195.0,370.0,0,0,37,0,23OV880100000001-0158,1704067200000.0,1704067200000.0
SG250HX,       ,5400.0,5400.0,,1,1,0,SUNGROW,,,0,250000,INV_SGR,,660.0,363.0,1051.0,0,0,1,0,23OV880100000001-0160,1704067200000.0,1704067200000.0
SG40CX-V112,       ,1776.0,1776.0,,16,16,0,SUNGROW,,,0,40000,INV_SGR,,645.0,310.0,782.0,0,0,16,0,23OV880100000001-0162,1704067200000.0,1704067200000.0
SG5.0RT-V115_S,       ,665.0,665.0,,332,332,0,SUNGROW,,,0,5000,INV_SGR,,480.0,195.0,370.0,0,0,332,0,23OV880100000001-0163,1704067200000.0,1704067200000.0
SG50CX-P2- V12_S,       ,1938.0,1938.0,,52,52,0,SUNGROW,,,0,50000,INV_SGR,,645.0,310.0,782.0,0,0,52,0,23OV880100000001-0164,1704067200000.0,1704067200000.0
SG6.0RT-V115,       ,680.0,680.0,,370,370,0,SUNGROW,,,0,6000,INV_SGR,,480.0,195.0,370.0,0,0,370,0,23OV880100000001-0165,1704067200000.0,1704067200000.0
SG6KTL-MT,       ,692.0,967.0,,2,2,0,SUNGROW,,,0,6000,INV_SGR,,485.0,160.0,370.0,0,0,2,0,23OV880100000001-0166,1704067200000.0,1704067200000.0
SG8.0RT-V115,       ,690.0,690.0,,969,969,0,SUNGROW,,,0,8000,INV_SGR,,480.0,195.0,370.0,0,0,969,0,23OV880100000001-0167,1704067200000.0,1704067200000.0
SGEYEM4,       ,122.0,122.0,,61,61,0,SUNGROW,,,0,0,ACC_SGR,,130.0,36.0,48.0,0,0,61,0,23OV880100000001-0168,1704067200000.0,1704067200000.0
SGEYEM4,       ,112.0,113.0,,50,50,0,SUNGROW,,,0,0,ACC_SGR,,130.0,36.0,48.0,0,0,50,0,24OV010100000119-0001,1708041600000.0,1708041600000.0
SH5.0RT,       ,1242.0,1242.0,,26,26,0,SUNGROW,,,0,5000,INV_SGR,,540.0,170.0,480.0,0,0,26,0,23OV880100000001-0170,1704067200000.0,1704067200000.0
SH6.0RT,       ,1304.0,1306.0,,58,58,0,SUNGROW,,,0,6000,INV_SGR,,540.0,170.0,480.0,0,0,58,0,23OV880100000001-0171,1704067200000.0,1704067200000.0
SH8.0RT,       ,1362.0,1362.0,,6,6,0,SUNGROW,,,0,8000,INV_SGR,,540.0,170.0,480.0,0,0,6,0,23OV880100000001-0172,1704067200000.0,1704067200000.0
SH8.0RT,       ,1348.0,1348.0,,25,25,0,SUNGROW,,,0,8000,INV_SGR,,540.0,170.0,480.0,0,0,25,0,24OV010100000117-0001,1708041600000.0,1708041600000.0
SmartFlower 50Hz SINGLE Phase - PORCELAIN colour,       ,26750.0,27180.0,,1,1,0,SMARTFLOWER,,,0,0,SMF_SMF,,1194.0,2692.0,1651.0,0,0,1,0,23OV880100000001-0174,1704067200000.0,1704067200000.0
SmartFlower 50Hz 3-Phase - Amber colour,       ,28000.0,28430.0,,2,2,0,SMARTFLOWER,,,0,0,SMF_SMF,,1194.0,2692.0,1651.0,0,0,2,0,23OV880100000001-0176,1704067200000.0,1704067200000.0
SmartFlower 50Hz 3-Phase - Porcelain colour,       ,26750.0,27180.0,,3,3,0,SMARTFLOWER,,,0,0,SMF_SMF,,1194.0,2692.0,1651.0,0,0,3,0,23OV880100000001-0177,1704067200000.0,1704067200000.0
SmartFlower 50Hz SINGLE Phase - PEARL colour,       ,26750.0,27180.0,,1,1,0,SMARTFLOWER,,,0,0,SMF_SMF,,1194.0,2692.0,1651.0,0,0,1,0,23OV880100000001-0178,1704067200000.0,1704067200000.0
SMARTLOGGER3000A03,       ,770.0,775.0,,3,3,0,HUAWEI,,,0,0,ACC_HUA,,160.0,44.0,225.0,0,0,3,0,23OV880100000001-0179,1704067200000.0,1704067200000.0
SUN2000-450W-P2 Smart PV Optimizer,       ,26.0,26.0,,6,6,0,HUAWEI,,,0,0,ACC_HUA,,138.0,28.0,71.0,0,0,6,0,24OV010100000145-0001,1709251200000.0,1709251200000.0
SUN2000-600W-P Smart PV Optimizer,       ,35.0,35.0,,909,909,0,HUAWEI,,,0,0,ACC_HUA,,138.0,28.0,71.0,0,0,909,0,23OV880100000001-0181,1704067200000.0,1704067200000.0
SOFAR 50KTLX-G3,       ,1700.0,1700.0,,260,260,0,SOFAR,,,0,50000,INV_SOF,,585.0,220.0,480.0,0,0,198,62,23OV880100000001-0182,1704067200000.0,1704067200000.0
SOFAR 50KTLX-G3 X2 + AC BOX,       ,3612.0,3731.0,,1,1,0,SOFAR,,,0,100000,INV_SOF,,585.0,220.0,480.0,0,0,1,0,23OV880100000001-0183,1704067200000.0,1704067200000.0
Soluna_10K_HV_LFP,       ,3700.0,3700.0,,106,106,0,SOLUNA,,,0,0,BAT_SLN,,332.4,232.4,86.2,0,0,76,30,23OV880100000001-0185,1704067200000.0,1704067200000.0
Soluna HV PARRALLEL BOX,       ,50.0,77.0,,22,22,0,SOLUNA,,,0,0,ACC_SLN,,232.4,86.2,332.4,0,0,22,0,24OV010100000253-0001,1716422400000.0,1716422400000.0
SOLUNA_LIB_5KWH_BATT.,       ,1538.38,1538.38,,6,6,0,SOLUNA,,,0,0,BAT_SLN,,595.0,165.0,438.0,0,0,6,0,23OV880100000001-0188,1704067200000.0,1704067200000.0
Soluna Liberty Battery rack,       ,1023.62,1023.62,,2,2,0,SOLUNA,,,0,0,ACC_SLN,,1340.0,650.0,600.0,0,0,2,0,23OV880100000001-0189,1704067200000.0,1704067200000.0
Soluna_S4_EU-A36,       ,1557.32,1557.32,,2,2,0,SOLUNA,,,0,0,BAT_SLN,,700.0,340.0,1230.0,0,0,2,0,23OV880100000001-0190,1704067200000.0,1704067200000.0
Soluna Battery Monitoring Wi-Fi Communication Stic,       ,36.0,36.0,,334,334,0,SOLUNA,,,0,0,ACC_SLN,,130.0,36.0,48.0,0,0,334,0,23OV880100000001-0191,1704067200000.0,1704067200000.0
SUN2000-10KTL-M1,       ,1256.0,1256.0,,8,8,0,HUAWEI,,,0,10000,INV_HUA,,470.0,166.0,525.0,0,0,8,0,24OV010100000203-0001,1712188800000.0,1712188800000.0
SUN2000-10KTL-M1,       ,1256.0,1256.0,,2,2,0,HUAWEI,,,0,10000,INV_HUA,,470.0,166.0,525.0,0,0,2,0,24OV010100000263-0002,1715644800000.0,1715644800000.0
SUN2000-12KTL-M5,       ,1323.0,1325.0,,16,16,0,HUAWEI,,,0,12000,INV_HUA,,460.0,228.0,546.0,0,0,16,0,23OV880100000001-0194,1704067200000.0,1704067200000.0
SUN2000-15KTL-M5,       ,1323.0,1325.0,,1,1,0,HUAWEI,,,0,15000,INV_HUA,,460.0,228.0,546.0,0,0,1,0,23OV880100000001-0195,1704067200000.0,1704067200000.0
SUN2000-17KTL-M2,       ,1595.0,1597.0,,7,7,0,HUAWEI,,,0,17000,INV_HUA,,470.0,262.0,525.0,0,0,7,0,23OV880100000001-0196,1704067200000.0,1704067200000.0
SUN2000-25KTL-M5,       ,1666.0,1668.0,,3,3,0,HUAWEI,,,0,25000,INV_HUA,,470.0,262.0,525.0,0,0,3,0,23OV880100000001-0198,1704067200000.0,1704067200000.0
SUN2000-33KTL,       ,1600.0,1602.0,,0,0,0,HUAWEI,,,0,30000,INV_HUA,,550.0,283.0,930.0,0,0,0,0,23OV880100000001-0200,1704067200000.0,1704067200000.0
SUN2000-3KTL-L1,       ,513.0,515.0,,15,15,0,HUAWEI,,,0,3000,INV_HUA,,365.0,140.0,365.0,0,0,15,0,23OV880100000001-0201,1704067200000.0,1704067200000.0
SUN2000-40KTL-M3,       ,2071.0,2071.0,,2,2,0,HUAWEI,,,0,40000,INV_HUA,,530.0,270.0,640.0,0,0,2,0,24OV010100000201-0003,1712102400000.0,1712102400000.0
SUN2000-4KTL-M1,       ,799.0,799.0,,11,11,0,HUAWEI,,,0,4000,INV_HUA,,470.0,146.5,525.0,0,0,11,0,24OV010100000017-0001,1705363200000.0,1705363200000.0
SUN2000-4KTL-M1,       ,799.0,799.0,,16,16,0,HUAWEI,,,0,4000,INV_HUA,,470.0,146.5,525.0,0,0,16,0,24OV010100000109-0001,1707436800000.0,1707436800000.0
SUN2000-50KTL-M3,       ,2207.0,2207.0,,0,0,0,HUAWEI,,,0,50000,INV_HUA,,530.0,270.0,640.0,0,0,0,0,24OV010100000043-0001,1706140800000.0,1706140800000.0
SUN2000-50KTL-M3,       ,2207.0,2207.0,,1,1,0,HUAWEI,,,0,50000,INV_HUA,,530.0,270.0,640.0,0,0,1,0,24OV010100000146-0001,1709251200000.0,1709251200000.0
SUN2000-5KTL-L1,       ,680.0,682.0,,46,46,0,HUAWEI,,,0,5000,INV_HUA,,365.0,156.0,365.0,0,0,46,0,23OV880100000001-0204,1704067200000.0,1704067200000.0
SUN2000-5KTL-M1,       ,843.0,843.0,,16,16,0,HUAWEI,,,0,5000,INV_HUA,,470.0,146.5,525.0,0,0,16,0,24OV010100000293-0001,1718064000000.0,1718064000000.0
SUN2000-6KTL-L1,       ,779.0,781.0,,9,9,0,HUAWEI,,,0,6000,INV_HUA,,365.0,156.0,365.0,0,0,9,0,23OV880100000001-0206,1704067200000.0,1704067200000.0
SUN2000-6KTL-M1,       ,949.0,951.0,,1,1,0,HUAWEI,,,0,6000,INV_HUA,,470.0,146.5,525.0,0,0,1,0,23OV880100000001-0207,1704067200000.0,1704067200000.0
SUN2000-8KTL-M1,       ,1118.0,1118.0,,7,7,0,HUAWEI,,,0,8800,INV_HUA,,470.0,146.5,525.0,0,0,7,0,24OV010100000263-0001,1715644800000.0,1715644800000.0
SUN2000L-2KTL-L1,       ,433.0,435.0,,1,1,0,HUAWEI,,,0,2000,INV_HUA,,365.0,156.0,365.0,0,0,1,0,23OV880100000001-0209,1704067200000.0,1704067200000.0
Sungrow SBR Base + BMS,       ,314.0,314.0,,0,0,0,SUNGROW,,,0,0,BAT_SGR,,0.0,0.0,0.0,0,0,0,0,24OV010100000116-0003,1708300800000.0,1708300800000.0
Sungrow SBR Base + BMS,       ,330.0,330.0,,2,0,0,SUNGROW,,,0,0,BAT_SGR,,0.0,0.0,0.0,0,0,0,0,24OV010100000248-0011,1715731200000.0,1715731200000.0
Sungrow SBR Base + BMS,       ,330.0,330.0,,11,11,0,SUNGROW,,,0,0,BAT_SGR,,0.0,0.0,0.0,0,0,11,0,24OV010100000285-0002,1718582400000.0,1718582400000.0
Sungrow SBR Base + BMS,       ,330.0,330.0,06/2024,5,0,0,SUNGROW,,,0,0,BAT_SGR,25,0.0,0.0,0.0,0,0,0,0,24OV010100000303-0002,,
Sungrow_11kW AC charger AC011E-01,       ,416.0,416.0,,2,2,0,SUNGROW,,,0,0,EVC_SGR,,310.0,92.0,205.0,0,0,2,0,23OV880100000001-0211,1704067200000.0,1704067200000.0
Sungrow_11kW AC charger AC011E-01,       ,45.0,45.0,,6,0,0,SUNGROW,,,0,0,EVC_SGR,,310.0,92.0,205.0,0,0,0,0,24OV010100000207-0004,1712707200000.0,1712707200000.0
"Sungrow SBR Battery module 3,2 kWh",       ,950.0,950.0,,3,0,0,SUNGROW,,,0,0,BAT_SGR,,0.0,0.0,0.0,0,0,0,0,24OV010100000206-0002,1712707200000.0,1712707200000.0
"Sungrow SBR Battery module 3,2 kWh",       ,986.0,986.0,,4,0,0,SUNGROW,,,0,0,BAT_SGR,,0.0,0.0,0.0,0,0,0,0,24OV010100000258-0001,1715731200000.0,1715731200000.0
"Sungrow SBR Battery module 3,2 kWh",       ,986.0,986.0,,1,1,0,SUNGROW,,,0,0,BAT_SGR,,0.0,0.0,0.0,0,0,1,0,24OV010100000285-0001,1718582400000.0,1718582400000.0
"Sungrow SBR Battery module 3,2 kWh",       ,986.0,986.0,06/2024,20,0,0,SUNGROW,,,0,0,BAT_SGR,25,0.0,0.0,0.0,0,0,0,0,24OV010100000303-0003,,
"Sungrow SBR Battery module 3,2 kWh",       ,936.0,936.0,07/2024,360,0,0,SUNGROW,,,0,0,BAT_SGR,27,0.0,0.0,0.0,0,0,0,0,24OV010100000312-0001,1722384000000.0,1722384000000.0
SUNMAN CS MATERIAL,       ,0.86,0.91,,4533,4533,0,SUNMAN,,,0,0,ACC_SNM,,0.0,0.0,0.0,0,0,4533,0,23OV880100000001-0213,1704067200000.0,1704067200000.0
SUNMAN DIMA MS 8201 glue,       ,13.04,13.04,,124,124,0,SUNMAN,,,0,0,ACC_SNM,,0.0,0.0,0.0,0,0,124,0,23OV880100000001-0214,1704067200000.0,1704067200000.0
SUNMAN Seal It 380 Multifast,       ,15.5,15.5,,829,829,0,SUNMAN,,,0,0,ACC_SNM,,0.0,0.0,0.0,0,0,829,0,23OV880100000001-0216,1704067200000.0,1704067200000.0
SUNMAN TBS ButyI Tape 656,       ,40.04,40.04,,49,49,0,SUNMAN,,,0,0,ACC_SNM,,0.0,0.0,0.0,0,0,49,0,23OV880100000001-0217,1704067200000.0,1704067200000.0
SUNMAN Tonsan 1527 glue,       ,9.54,9.54,,636,636,0,SUNMAN,,,0,0,ACC_SNM,,0.0,0.0,0.0,0,0,636,0,23OV880100000001-0218,1704067200000.0,1704067200000.0
SUNMAN_SMF430F,       ,0.28150000000000003,0.28650000000000003,,2,2,0,SUNMAN,SF,FLEXIBLE,430,0,PAN_SNM,,1080.0,2.0,2054.0,1320,66,2,0,23OV880100000001-0219,1704067200000.0,1704067200000.0
SUNMAN_SMF430F,       ,0.28150000000000003,0.28650000000000003,,156,156,0,SUNMAN,SF,FLEXIBLE,430,0,PAN_SNM,,1080.0,2.0,2054.0,1320,66,156,0,24OV010100000245-0001,1715558400000.0,1715558400000.0
SUNMAN_SMF430F,       ,0.28150000000000003,0.28650000000000003,,132,132,0,SUNMAN,SF,FLEXIBLE,430,0,PAN_SNM,,1080.0,2.0,2054.0,1320,66,132,0,24OV010100000329-0001,1721779200000.0,1721779200000.0
SUNPORT SPP375QHES-B,       ,0.36,0.41000000000000003,,46,46,0,SUNPORT,FB,FLEXIBLE,375,0,PAN_SPR,,1040.0,2.5,1840.0,1104,46,46,0,23OV990100000024-0001,1705017600000.0,1705017600000.0
SUNPORT SPP380QHES,       ,0.35000000000000003,0.4,,46,46,0,SUNPORT,SF,FLEXIBLE,380,0,PAN_SPR,,1040.0,2.5,1840.0,1104,46,46,0,23OV990100000023-0001,1705017600000.0,1705017600000.0
Tigo Access Point (TAP),       ,29.9,29.9,,15,15,0,TIGO,,,0,0,ACC_TIG,,130.0,26.8,126.2,0,0,15,0,23OV880100000001-0220,1704067200000.0,1704067200000.0
T-BAT 5.8 HV11550,       ,1860.0,1865.0,,3,3,0,SOLAX,,,0,0,BAT_SLX,,193.0,647.0,474.0,0,0,3,0,23OV880100000001-0221,1704067200000.0,1704067200000.0
THREE PHASE ENERGY METER DTSD 1352-C (6) A,       ,65.0,67.0,,0,0,0,SUNGROW,,,0,0,ACC_SGR,,70.0,89.0,127.0,0,0,0,0,23OV880100000001-0223,1704067200000.0,1704067200000.0
Tigo CCA kit,       ,125.0,125.0,,214,214,0,TIGO,,,0,0,ACC_TIG,,115.0,278.4,203.0,0,0,214,0,23OV880100000001-0224,1704067200000.0,1704067200000.0
Antai_Tile Roof Hook L=140 W30,       ,3.75,3.75,,954,954,0,ANTAI,,,0,0,CON_ANT,,0.0,0.0,0.0,0,0,954,0,23OV880100000001-0225,1704067200000.0,1704067200000.0
TRINA_DE09R.05_415W_Full black,       ,0.10400000000000001,0.109,,420,420,0,TRINA,FB,GLASS,415,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,420,0,24OV010100000250-0001,1714953600000.0,1716422400000.0
TRINA_DE09R.08_425W,       ,0.107,0.112,,5,5,0,TRINA,BF,GLASS,425,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,5,0,23OV880100000001-0228,1704067200000.0,1704067200000.0
TRINA_DE09R.08_430W,       ,0.196,0.196,,13,13,0,TRINA,BF,GLASS,430,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,13,0,23OV880100000001-0229,1704067200000.0,1704067200000.0
TRINA_DE09R.08W_415W,       ,0.222,0.222,,91,91,0,TRINA,BF,GLASS,415,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,91,0,23OV880100000001-0230,1704067200000.0,1704067200000.0
TRINA_DEG09R.08_420W_DUALGLASS,       ,0.246,0.246,,13,13,0,TRINA,BF,2GLASS,420,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,13,0,23OV880100000001-0231,1704067200000.0,1704067200000.0
TRINA_NEG9R.28_430W_DUALGLASS,       ,0.24,0.24,,12,12,0,TRINA,BF,2GLASS,430,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,12,0,23OV880100000001-0232,1704067200000.0,1704067200000.0
TRINA_NEG9R.28_435W_DUALGLASS,       ,0.165,0.165,,2,2,0,TRINA,BF,2GLASS,435,0,PAN_TRI,,1134.0,30.0,1762.0,936,36,2,0,23OV880100000001-0233,1704067200000.0,1704067200000.0
